mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.003002309799194336,0.0020031248515592352,0.17765040397644044,0.007624768412374151,chebyshev,7,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.5873347046723478,0.618532955350815,0.5520611859201512,0.6376135820181732,0.6180057388809183,0.602663904649612,0.030010594251002828,8,0.6568850267379679,0.6806183005081413,0.6951578205556173,0.66940801029483,0.6645508769464588,0.6733240070086031,0.013360127584354129
0.0019726276397705076,3.888442569859329e-05,0.1557614803314209,0.006759289553701799,chebyshev,10,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.5889215398178077,0.608020316560359,0.5607429718875502,0.5925394548063128,0.6034791965566716,0.5907292897781674,0.01653874404178374,20,0.6279411764705882,0.6173917881384222,0.6413133785838804,0.6211861241665957,0.6251058511169373,0.6265876636952848,0.00818065035150333
0.0019209861755371093,0.00015117019454589752,0.18010263442993163,0.022187145747839906,chebyshev,13,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.6190420217455185,0.6345676824946846,0.5727911646586346,0.5937350549976088,0.5960664753706362,0.6032631304609694,0.02145712043194789,7,0.6381238859180035,0.6346111049293424,0.6464114832535884,0.6307450809275701,0.6391965299322921,0.6378176169921593,0.005218279886411597
0.002021312713623047,7.973424524213622e-05,0.15716428756713868,0.018638126341717447,chebyshev,16,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.611871877754922,0.5959721237892747,0.5607429718875501,0.5961860353897657,0.6059301769488283,0.5941433542409373,0.01776529427911485,11,0.60975935828877,0.6092040354586253,0.6228107266050963,0.6097135271256199,0.6114718574698533,0.6125919009895929,0.0051665242001733575
0.0019508838653564454,6.217060580382918e-05,0.1738752841949463,0.004247882051792671,chebyshev,19,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.6275051425213046,0.591070163004961,0.5582919914953933,0.5937350549976088,0.5827355332376853,0.5906966580355869,0.022288456740183028,21,0.6075646167557932,0.6109806757909573,0.6245873669374281,0.6202098902846239,0.6237653784570327,0.617421585645167,0.0068994481948479675
0.0020877361297607423,8.059826021592318e-05,0.18372998237609864,0.017193162145050272,chebyshev,22,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.611871877754922,0.5959721237892747,0.5656449326718639,0.5754423720707795,0.5974414155906265,0.5892942533256111,0.016575390847359966,24,0.6033756684491979,0.5901190608656948,0.6134286562071138,0.5930583854422818,0.6063669677953755,0.6012697477519328,0.008602556573382046
0.0019010066986083984,4.570294492165941e-05,0.1659931182861328,0.00631200695202385,chebyshev,25,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.6094328533646781,0.5935211433971178,0.5620718166784786,0.5864418938307031,0.5900884744141559,0.588326029727164,0.015302104606002882,26,0.5996991978609624,0.5976651459515596,0.6149141352323726,0.5948555432704574,0.6020830020671012,0.6018434048764906,0.006953949669708603
0.002908182144165039,0.0017538009641374142,0.16630878448486328,0.007951541580508037,chebyshev,28,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.5913605642080516,0.5923990077958895,0.5524746042995511,0.5742467718794836,0.5900884744141559,0.5801188630427414,0.015336563283817722,37,0.5957999108734402,0.5882830755535773,0.6113015095879233,0.585218931541599,0.5976289349806048,0.5956464725074289,0.009077302595765124
0.0021104335784912108,0.00020855896844365217,0.20603137016296386,0.034217413024489114,chebyshev,31,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.603408756979136,0.5863749114103473,0.5705468934561776,0.5864418938307031,0.5961860353897657,0.588598234144866,0.011075604559142098,25,0.5981840463458111,0.5922165349949927,0.6079503727606541,0.5879146682838621,0.5990618540308474,0.5970654952832335,0.006796575800748314
0.0019274234771728515,0.00013307716094919017,0.2059687614440918,0.015311218866250672,chebyshev,34,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.5877754922127534,0.5852527758091188,0.5549255846917079,0.562051649928264,0.5803443328550933,0.5740835301932011,0.013144023174610157,47,0.5927696078431373,0.5843496161121619,0.5997922925707503,0.5867295055597259,0.585180104057657,0.5897642252286864,0.00581611797577763
0.002016925811767578,9.915307885002997e-05,0.21448659896850586,0.006165309229516214,chebyshev,37,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.5913605642080516,0.5863749114103474,0.5560477202929364,0.5681492109038738,0.5790889526542324,0.5762184467004042,0.01275741718751191,41,0.5912210338680927,0.5843199436222691,0.5949260042283298,0.5864040942657353,0.5887744197140078,0.5891290991396869,0.00370566391793464
0.0021217823028564452,0.00018758955616692927,0.19177141189575195,0.011028726336802935,chebyshev,40,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.5853364678225095,0.5767776990314197,0.5500236239073942,0.562051649928264,0.5839909134385461,0.5716436928446513,0.013610184111133971,50,0.5839683600713013,0.5782890100515558,0.593119691406105,0.585218931541599,0.5746060859307687,0.583040415800266,0.0063389681349603775
0.002197408676147461,0.0004102810821121741,0.22075228691101073,0.01713995020142127,chebyshev,43,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.5998236849838378,0.5778998346326482,0.5560477202929364,0.562051649928264,0.5839909134385461,0.5759835025536232,0.015681930279854074,42,0.5872883244206772,0.5767441860465115,0.5970531508475203,0.5891386584919405,0.5799975594152951,0.586044375844389,0.007146644519446343
0.002515363693237305,0.001461293790091352,0.20185770988464355,0.022552339731439015,chebyshev,46,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.6022627093740816,0.5707536026458775,0.5560477202929365,0.5584050693448112,0.5839909134385461,0.5743158236117262,0.017185709918058813,45,0.5785204991087343,0.5752587070212528,0.5922165349949927,0.5846457639215019,0.5706475314964852,0.5802578073085934,0.007518403763608338
0.003383636474609375,0.002152489437510185,0.2060239791870117,0.021165206745231948,chebyshev,49,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.5962386129885394,0.5658516418615639,0.5560477202929365,0.558405069344811,0.5839909134385461,0.5721248874163746,0.015556731463543388,49,0.5775846702317289,0.5767738585364044,0.5916045398909535,0.585218931541599,0.5736686795327389,0.580970135946685,0.006534894019540994
